col0,ra_j2000,dec_j2000,primary_name,gaiaedr3_source_id,hip,hd,tic,parallax,pmra,pmdec,gmag,bp_rp,radial_velocity,spectrum_harps_1d,spectrum_harps_2d,spectrum_sophie_1d,spectrum_sophie_2d,Teff(K),Teff_err(K),logg,logg_err,Fe/H,Fe/H_err,alpha,alpha_err,vmic,vmic_err,vmac,vmac_err,vsini,vsini_err,Notes,w1mpro,w1sigmpro,w2mpro,w2sigmpro,w3mpro,w3sigmpro,j_m,j_msigcom,h_m,h_msigcom,k_m,k_msigcom,Bmag,e_Bmag,Vmag,e_Vmag,Mass,Mass-err,Mass+err,Radius,Radius-err,Radius+err,Age,Age-err,Age+err,MIST logg,MIST logg-err,MIST logg+err,Density,Density-err,density+err,MIST Teff,MIST Teff-err,MIST Teff+err,logLuminosity,logLuminosity-err,logLuminosity+err,deltanu,deltanu-err,deltanu+err,numax,numax-err,numax+err,Unnamed: 75,Unnamed: 76,Unnamed: 77,ra,dec,season_length,airmass_min,airmass_mean,tyr_rise,tyr_set,eff_nights,eff_airmass_mean,eff_seeing,nb_subexp,snr_550,snr_550_texp15,sig_rv_texp15,texp_snr_250,sig_rv_osc_texp15,sig_rv_osc+gr_texp15,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,HZ_mp_min_texp15,HZ_mp_min_osc_texp15,HZ_mp_min_osc+gr_texp15,NIGHTS,FIRST_NIGHT,LAST_NIGHT,ruwe,Teff_spec,Fe/H_spec,logg_spec,vsini_spec,Teff_phot,logRHK,Teff_gspphot,logg_gspphot,source_id,teff_gspspec,logg_gspspec,mh_gspspec,alphafe_gspspec,logg_gspphot_corrected,mh_gspspec_corrected
227,154.71645,44.04832,HD89269,806000816970521728,50505.0,89269,39777146,49.5415,61.772,-300.268,6.492669,0.844429,-7.64,,,True,True,5415.24014035232,101.620980658207,3.99508731575583,0.056876241451978,-0.131,0.0731064912058673,0.0535651434706109,0.0,0.37651778937232,0.0735278225432177,3.44,0.0,0.0,0.0,,5.009,0.204,4.811,0.088,5.046,0.015,5.394,0.019,5.074,0.018,5.012,0.021,7.281,0.065,6.628,0.013,0.928723213686362,-0.0360149436367936,0.0356359581184916,0.913729519781727,-0.0080682499097291,0.0081357112250317,9.66817877036057,-0.292259013365525,0.188054325613177,4.48426941838027,-0.0222767399064221,0.0224811734696377,1.71883416378617,-0.0984995605777439,0.105908116317,5683.63808901961,-68.4156207685301,64.8282026322031,-0.106133043690981,-0.01447009036193,0.0141719668240425,156.48635501174,-4.22811830719664,4.37146373150759,3484.16673700962,-4.22811830719664,4.37146373150759,,,,10.314430000000002,44.04832,271,1.0360934808466933,1.0926494299356042,2025.77632045374,2026.4769765499675,185.03403007148844,1.1009563254094967,0.9928862708838794,1.0,407.0,407.0,0.1334,11.756121307913942,0.3225038392453008,0.6973810081960632,271.29979956764697,616.6230558410006,0.0788904726623383,0.1037244928761072,2.899378521696694,7.0094505597642325,15.157207770636074,248,2020-10-15,2020-06-18,0.9622041,5415.24014035232,-0.131,3.99508731575583,0.0,5610,-4.833692774549704,5580.7573,4.4154,806000816970521728,5635.0,4.239999771118164,-0.25999999046325684,0.12999999523162842,4.491336970120745,-0.17831527636471167
248,113.710045,24.954472,HD60298,868513756724899840,36874.0,60298,94920145,25.592,130.2,-352.66,7.22166,0.805349,-135.53,,,True,True,5461.07735375651,102.704707800201,3.60968724225502,0.0741093637365302,-0.0225000000000004,0.0837248843360572,0.0084345827894247,0.0,0.587573717501767,0.056695920849512,3.61,0.0,0.0,0.0,,5.911,0.112,5.752,0.049,5.863,0.014,6.168,0.02,5.9,0.026,5.832,0.02,8.006,0.112,7.36,0.024,1.0042674794115,-0.0363349788270745,0.0375877033056191,1.19984283228031,-0.0105982524769515,0.0107999039604938,9.90639356814912,-0.0882589940966785,0.0825473463365327,4.28186538407882,-0.0225947088019165,0.0210059776224796,0.820510879414406,-0.0475331604674243,0.0467871400031763,5791.63441655221,-66.5586949800063,71.0875334488283,0.1636540668555,-0.0137477773681487,0.0154094265769445,109.380816107581,-2.83372767724714,2.77198638711982,2161.37793009962,-2.83372767724714,2.77198638711982,,,,7.580669666666667,24.954472,261,1.002293445071449,1.056942128420471,2025.6875041306423,2026.3684232661817,173.60513136958417,1.0664050063215182,0.9673891196416776,1.0,296.0,296.0,0.1837,13.785274164258896,2.28723891154934,2.888251326669508,357.2449270932882,788.1094082093332,0.0692613479610505,0.0901635674147161,4.695008552832388,58.45730131788345,73.81798955603062,242,2020-09-12,2020-05-10,0.9187471,5461.07735375651,-0.0225000000000004,3.60968724225502,0.0,5750,-4.981628037137101,5693.8765,4.2864,868513756724899840,5764.0,4.03000020980835,-0.15000000596046448,0.12999999523162842,4.340148687966645,-0.07422116081621685
250,117.479416,27.363182,HD63433,875071278432954240,38228.0,63433,130181866,44.6848,-10.22,-11.235,6.737183,0.853504,-16.31,,,True,True,5816.03129607304,103.763564544838,4.62792135330401,0.0749775734248948,0.0849999999999999,0.0927483190764253,0.0,0.0,1.06204870413974,0.0586985842392833,4.29,0.0,4.20118974815256,0.411317020687157,,5.246,0.178,5.129,0.087,5.297,0.016,5.624,0.043,5.359,0.026,5.258,0.016,7.594,0.023,6.92,0.023,0.983362605489349,-0.021939382263965,0.0150025898670291,0.897791276852307,-0.0059921016022411,0.0065855882350014,8.93905280712522,-0.532868713465618,0.402393283478858,4.52537747441781,-0.013052820170361,0.0072392793303377,1.92209197768504,-0.0647157455659277,0.0448186541388715,5720.58019022991,-62.5105849654847,63.1448840373168,-0.109658740864758,-0.0151456794803955,0.0151641046437743,164.852967419925,-2.57132530426784,1.78727928913415,3808.55951650477,-2.57132530426784,1.78727928913415,,,,7.831961066666667,27.363182,261,1.0003531852733127,1.0543468925051092,2025.6940831175384,2026.3750022530776,172.83155082942312,1.0607416951979125,0.9667358801290608,1.0,368.0,368.0,0.155,12.363383876171008,0.1587893717827555,0.2323220301235354,330.01630093284297,738.4192139409389,0.0717411053042792,0.0938333588049154,3.833112546648772,3.9268227951932695,5.745267667931854,244,2020-09-14,2020-05-14,0.9908184,5816.03129607304,0.0849999999999999,4.62792135330401,4.20118974815256,5710,-4.417468032624914,5641.1553,4.4179,875071278432954240,5654.0,5.019999980926514,-0.1599999964237213,0.20999999344348907,4.4942669755888485,-0.08368425453819532
252,107.39745,25.728647,HD54371,882872210352301568,34567.0,54371,87869692,39.3515,-125.165,-175.12,6.919019,0.894359,19.91,,,True,True,5681.73254805524,103.192838381029,4.49986172224712,0.13859503484802,0.0789999999999997,0.084940303474102,0.0,0.0,1.03,0.07,3.76,0.0,0.0,0.0,,5.332,0.146,5.167,0.061,5.33,0.014,5.763,0.018,5.45,0.017,5.344,0.018,7.79,0.001,7.09,0.001,1.00644076634354,-0.0427332192265605,0.0249544950628795,0.989192377769901,-0.0081639406075307,0.0078891690335297,9.56636124362542,-0.360556020997526,0.214302323340657,4.45068325658946,-0.0234203056397195,0.0224598294798541,1.46946616166983,-0.0872215341259071,0.086993409126408,5745.97665215264,-79.8385483970606,77.4364000937039,-0.0182651518892399,-0.019638667220382,0.0194966397275514,144.744448754599,-3.93298846685246,3.885036906962,3202.03142105247,-3.93298846685246,3.885036906962,,,,7.15983,25.728647,262,1.0014670912285184,1.0566540257165458,2025.6710566634024,2026.3552652923893,174.48234395259044,1.0667054395863174,0.9635267683562068,1.0,338.0,338.0,0.1686,12.9003921778834,0.1771687070414481,0.2758435147624705,373.0653118788716,813.1422084169923,0.0680900039476034,0.0882830315111676,4.372178833070142,4.594384761619362,7.153245412124227,243,2020-09-06,2020-05-05,6.643877,5740.03639067541,0.263,4.42728630437279,0.0,5490,-4.513710188777433,5425.8438,4.3635,882872210352301568,5755.0,5.03000020980835,-0.03999999910593033,0.17000000178813934,4.430510056602932,0.029872975883960887
254,109.28972,33.092052,HD56124,890234402772937472,35265.0,56124,371148289,36.6985,-58.185,-173.277,6.789341,0.788057,22.43,,,True,True,5556.93841079379,101.303482155536,4.0216856931558,0.068016486528255,0.0074999999999998,0.0685111136604103,0.00145780340979,0.0,0.707877380971867,0.0469669703003984,3.56,0.0,0.0,0.0,,5.496,0.158,5.295,0.055,5.468,0.015,5.755,0.026,5.526,0.026,5.438,0.02,7.565,0.025,6.96,0.023,1.00787874017629,-0.0408790107615206,0.0381835989739188,1.00249442577258,-0.0091075422885712,0.0091441811758115,9.58328775307389,-0.309420526990705,0.196776927250664,4.43948530396589,-0.0234552576972122,0.0222398786512654,1.41176892741986,-0.08400200732617,0.0860473517678739,5798.87955686305,-72.5406203340499,76.1447119925933,0.0098369876927698,-0.0162372410995206,0.0161927878816479,141.942617051036,-3.89884174229971,3.91831658033919,3106.00744869735,-3.89884174229971,3.91831658033919,,,,7.285981333333334,33.092052,265,1.002847212755176,1.0590721436998751,2025.6710566634024,2026.3618442792847,176.98506509812475,1.0686513932416852,0.9631121032973397,1.0,362.0,362.0,0.1501,12.465421787147507,0.3670922636609842,0.7618796168268702,373.0653118788716,813.1422084169923,0.0680900039476034,0.0882830315111676,3.864812888432433,9.451984755768212,19.61706970384045,246,2020-09-06,2020-05-08,1.0109581,5556.93841079379,0.0074999999999998,4.0216856931558,0.0,5890,-4.758818819930225,5743.177,4.3301,890234402772937472,5881.0,4.289999961853027,-0.05999999865889549,0.07999999821186066,4.3913651835490795,0.01094677081360152
261,126.90327,45.65299,HD71148,918107434852949888,41484.0,71148,27304566,45.5826,-20.079,-351.205,6.172532,0.788322,-32.25,,,True,True,5632.55948386957,114.385889044705,3.94881459271424,0.182889997815463,0.2185,0.138616950334749,0.0,0.0,0.327261085958785,0.0720697389622999,3.56,0.0,0.0,0.0,,4.824,0.221,4.423,0.093,4.788,0.014,5.158,0.02,4.878,0.023,4.83,0.02,6.967,0.08,6.342,0.021,1.05441177413669,-0.0514487001731554,0.0551225368334665,1.08665750231291,-0.0106510939471698,0.0102619045176298,9.64837554927972,-0.300135943843513,0.176181619156385,4.3890430797664,-0.0269021330663497,0.0280895857101271,1.15905103474112,-0.0758744598778764,0.086667083683005,5804.70694138743,-78.8927495847047,84.7507157353111,0.081479030833248,-0.0173298208455751,0.0185876058782521,128.938635064889,-3.94842852860047,4.29618428726766,2762.17202635324,-3.94842852860047,4.29618428726766,,,,8.460218000000001,45.65299,269,1.0446885619668471,1.0977382696386415,2025.710530584779,2026.4078971875583,178.57684163005936,1.105609792573141,0.991071284727828,1.0,468.0,468.0,0.1218,10.963225241337865,0.406641506121989,0.9152793399870648,437.6247334879743,914.4226139116208,0.0638035130104803,0.0815692165488893,3.3318817352551124,11.123821075898894,25.03778748406614,248,2020-09-20,2020-05-24,0.99410015,5632.55948386957,0.2185,3.94881459271424,0.0,5820,-4.8979805440115465,5740.33,4.3414,918107434852949888,5759.0,4.199999809265137,-0.1599999964237213,0.17000000178813934,4.404608808264904,-0.08368425453819532
269,96.12859,38.56917,HD44614,955687952016048000,30486.0,44614,197117103,22.2812,87.12,-91.998,7.450422,0.767634,32.59,,,,,,,,,,,,,,,,,,,,6.124,0.096,6.107,0.035,6.168,0.016,6.448,0.021,6.239,0.023,6.161,0.017,8.215,0.024,7.59,0.03,1.15702588730847,-0.0555016492733411,0.0355028733640286,1.13640542287197,-0.013514281695552,0.0135481464894764,9.01776289337634,-0.489469669802404,0.359262774891674,4.39248855201755,-0.0253077714822796,0.0145067075413445,1.11964609880422,-0.0714448894713979,0.0486874459484379,6334.34266164395,-131.312875244499,161.24662670244,0.271983613760516,-0.0283899676916967,0.0346409388860091,125.148127044024,-3.48373404047499,2.11646678061497,2665.13259757406,-3.48373404047499,2.11646678061497,,,,6.408572666666666,38.56917,268,1.0148214362535355,1.0718280659618962,2025.6381617289217,2026.335528331701,179.35002189402528,1.0797448687537623,0.9610951173870086,,,,,,,,613.0614155474395,1200.8679031881722,0.0545191870899612,0.0682149852378093,,,,249,2020-08-24,2020-04-28,1.0798724,,,,,5970,,5821.8228,4.2181,955687952016048000,5973.0,4.179999828338623,0.09000000357627869,0.029999999329447746,4.260100938578077,0.15289331412921753
277,100.20434,51.978325,HD47309,992524409046563840,31965.0,47309,252872174,23.4423,0.31,-291.822,7.453399,0.806301,27.88,,,,,5818.75559751664,118.051891669184,4.2323088188216,0.204403190063723,0.0909999999999997,0.0893432408823298,0.0,0.0,1.13927056682067,0.0376796904052164,4.31,0.0,2.29196792633232,1.15389184295352,,6.074,0.1,5.994,0.033,6.091,0.015,6.403,0.019,6.161,0.016,6.086,0.018,8.521,0.0,7.6,0.03,1.10781357500017,-0.0441528575654893,0.0464320771125839,1.14832858344542,-0.0106589308414193,0.0099165996832797,9.51124377418028,-0.279017412792513,0.168288598150873,4.36266788201062,-0.0229740531496274,0.0243952785176109,1.03345624376926,-0.0612410550745972,0.0701888691798462,6011.63335085859,-82.3656121607755,86.5032129253832,0.190302161477,-0.0177662145834887,0.0186974870014786,121.555531850888,-3.2828893839721,3.57549365134091,2558.38104868847,-3.2828893839721,3.57549365134091,,,,6.680289333333333,51.978325,272,1.087995408212021,1.1373752579192278,2025.6480302092657,2026.3453968120448,178.99557958869002,1.1445617940525494,0.9994155152255264,1.0,256.0,256.0,0.2234,14.82317653203928,0.2788314773642017,0.5494368586005999,533.735421590162,1069.3798881893963,0.0583571114295575,0.0735691574567209,6.673715345139627,8.32964149146565,16.413541604423166,248,2020-08-28,2020-05-01,0.9738451,5818.75559751664,0.0909999999999997,4.2323088188216,2.29196792633232,5790,,5694.1733,4.2151,992524409046563840,5838.0,4.119999885559082,0.009999999776482582,0.029999999329447746,4.256584932016354,0.07718848855985931
280,138.11761,49.206482,HD78899,1012870940436984064,45187.0,78899,279825533,26.247,-49.414,-177.105,7.454318,0.962216,,,,True,True,5654.9502984083,129.815933561681,4.7958879763631,0.710173088619456,-0.323,0.363910376946,0.1273408883322,0.0,2.90216458685108,0.0946854693785103,4.14,0.0,47.3844813104642,3.86093933918477,Low snr,5.665,0.118,5.524,0.048,5.744,0.016,6.261,0.029,5.948,0.026,5.806,0.02,8.449,0.024,7.65,0.03,0.973173070113224,-0.0567647442760162,0.0734583481320856,1.22723197132958,-0.0129189941797492,0.0125482987482086,9.9603659882048,-0.146959635684821,0.102657632959014,4.24820722943044,-0.0306743137031162,0.0370035462082567,0.742290672678722,-0.0540068490329664,0.0705708493249787,5823.04565716985,-100.4211393499,105.518343284333,0.192365622501082,-0.0239540164644745,0.0247469132693857,104.374926829757,-3.47185682348466,4.25443011547692,1994.89279954806,-3.47185682348466,4.25443011547692,,,,9.207840666666668,49.206482,271,1.066540701581677,1.1178075817717157,2025.736846532363,2026.4342131351427,180.7888080537236,1.1272236967949172,1.0055443978847045,1.0,252.0,252.0,0.2925,14.94035761667992,0.2928893788476683,0.3072546700571004,318.1119076325314,713.7715223240443,0.0730553818518328,0.0956412650706562,6.945241225097036,6.954486797832102,7.295582225928758,248,2020-09-30,2020-06-03,1.037217,5654.9502984083,-0.323,4.7958879763631,47.3844813104642,5360,-4.4788889223764725,5226.7983,4.2675,1012870940436984064,,,,,4.3179978466277875,
303,233.18188,10.968299,HD138573,1166216253750406144,76114.0,138573,393055414,33.1373,-5.88,158.609,7.072254,0.818315,-35.67,True,True,True,True,5450.84919144966,135.835190442681,3.87054549769319,0.221472443679975,-0.0045263253535729,0.0176608937553638,,,0.882704459704146,0.287339703617917,,,,,,5.637,0.122,5.534,0.028,5.68,0.014,6.027,0.021,5.742,0.026,5.662,0.017,7.894,0.023,7.232,0.023,0.981319011417414,-0.0309280083765472,0.0339611377431539,1.0111360108632,-0.0102182563135564,0.0096013100282377,9.72522398608176,-0.20561254079176,0.144155370647946,4.42026603012517,-0.0218520886781954,0.0222206314145135,1.33928527354231,-0.0763753408487768,0.0841898588332792,5773.80021660388,-80.7162919018665,88.2514066607619,0.0098249220984002,-0.0176573305138123,0.0192912758104372,138.558266023108,-3.65227108972252,3.87499697878698,2978.98877246117,-3.65227108972252,3.87499697878698,,,,15.545458666666663,10.968299,282,1.050733750418866,1.110929161734315,2025.9868480344148,2026.713820078227,214.58744251666195,1.1070582470452697,0.9339881354176826,1.0,318.0,318.0,0.1705,13.299879414973288,0.5553046227790992,1.0340453782069248,330.01630093284297,738.4192139409389,0.0717411053042792,0.0938333588049154,3.784021695747648,12.3242506765107,22.949267715674985,255,2021-01-01,2020-09-11,0.9899476,5450.84919144966,-0.0045263253535729,3.87054549769319,,5780,-4.990877192,5656.0493,4.3399,1166216253750406144,5738.0,4.130000114440918,-0.07999999821186066,0.07000000029802322,4.402850804984043,-0.007979434256757848
304,226.88669,9.225064,HD134066B,1167718049194619136,,134066B,1100298261,30.4069,-190.526,30.387,7.378373,0.841785,-35.25,,,,,,,,,,,,,,,,,,,,5.091,0.132,4.739,0.079,5.088,0.014,5.964,0.034,5.619,0.034,5.515,0.044,0.0,0.0,7.512,0.046,0.555343426986326,-0.12073646874433,0.149887460265881,1.526539724748,-0.0237973441298265,0.0291197262513418,5.86415333114943,-0.148462450194141,0.164968926802051,3.81609232149957,-0.121906356104457,0.111544075947267,0.221371375276122,-0.0574071584849042,0.0717538383410783,4992.12400166924,-163.220738291192,130.198361238166,0.11466170621115,-0.0434210136187201,0.0323439317039917,54.5679858861601,-7.60981229852708,8.47777307353437,796.521176205319,-7.60981229852708,8.47777307353437,,,,15.125779333333332,9.225064,276,1.061723059414175,1.1188039918579948,2025.9736900606229,2026.6842146371944,208.78298873697256,1.117140453298357,0.949850104859888,,,,,,,,59.64869570156685,146.01808978591288,0.1788238899961067,0.2410057707386039,,,,249,2020-12-27,2020-08-31,0.92161846,,,,,4890,,5597.0737,4.3662,1167718049194619136,5765.0,5.019999980926514,-0.009999999776482582,0.20999999344348907,4.433674462508483,0.05826228348949994
305,226.88727,9.226034,HD134066A,1167718049194619264,74016.0,134066A,449902389,30.4295,-194.816,22.916,7.188706,0.806931,-34.26,,,,,5855.89136955375,201.944717758385,4.62431974069482,0.277111860715575,0.0608024041756518,0.0746221160816798,0.0,0.0,1.07,0.04,4.49,0.0,6.53910931879063,0.979677709234159,,,,,,,,5.847,0.046,5.578,0.045,5.492,0.034,7.925,0.027,7.278,0.002,1.07142268877473,-0.0621815849174203,0.0566352326743222,1.18889371530146,-0.0274624432798494,0.0296387003842744,9.71298054141395,-0.313231264087094,0.190294049378132,4.31727588412072,-0.0386366810747472,0.0412064802806142,0.897512774408306,-0.0929878230024083,0.112757938971622,5938.26149558133,-155.839368688777,175.823885842025,0.199114026258845,-0.037795256899277,0.0438530122528481,113.772553938078,-5.54104350287803,6.17118671227833,2313.78151181866,-5.54104350287803,6.17118671227833,,,,15.125818,9.226034,276,1.061716696192456,1.1187962264833673,2025.9736900606229,2026.6842146371944,208.78298873697256,1.1171323810002989,0.9498462371761616,1.0,297.0,297.0,0.1921,13.762047064079509,0.1957893760683431,0.2607268779569237,470.6046035129048,965.6975785396676,0.061870488391202,0.0786222016811627,5.011822890407809,5.108077442363274,6.802274518943641,249,2020-12-27,2020-08-31,0.9937113,6047.84691559194,0.184,4.66306248222292,6.8664938646162,5490,,5681.8643,4.323,1167718049194619264,5861.0,5.039999961853027,-0.029999999329447746,0.18000000715255737,4.383043968019669,0.03933607841914057
308,222.75964,9.72367,HD131023,1174143182830505984,72634.0,131023,349674635,33.2917,-216.196,56.34,7.335746,0.88791,-36.09,,,,,5667.68364905603,118.293716659075,4.55782976890214,0.14381347490727,0.207,0.11946199701002,0.0,0.0,1.23686775662817,0.0621487705477225,3.57,0.0,4.28305121834133,0.765261422419319,,5.85,0.356,5.783,0.085,5.872,0.016,6.281,0.035,5.916,0.038,5.821,0.024,8.099,0.0,7.4,0.03,0.999893980842385,-0.0351851177130631,0.024963403580573,0.927718722818343,-0.0076729196401906,0.0086396474320512,9.2665734889879,-0.531924956802666,0.329029921275252,4.5038063530246,-0.0198777330283155,0.0131994495312409,1.77291711507777,-0.0931881960677887,0.0622612066995785,5632.1488508478,-74.5892216247803,70.1667705177142,-0.108526336186801,-0.0173352741283913,0.0172501804335825,158.53916478077,-3.94791452975198,2.61206312464344,3654.04778786839,-3.94791452975198,2.61206312464344,,,,14.850642666666666,9.72367,274,1.058513754155054,1.1152097995195611,2025.9638215802788,2026.6677671699545,206.1997238830185,1.1142078039505667,0.955732098952396,1.0,277.0,277.0,0.2061,14.250213754809495,0.2096875172320275,0.2735868583880114,357.2449270932882,788.1094082093332,0.0692613479610505,0.0901635674147161,4.833285644015119,4.917417111920093,6.415931271411803,247,2020-12-23,2020-08-25,1.026542,5667.68364905603,0.207,4.55782976890214,4.28305121834133,5590,,5496.29,4.4156,1174143182830505984,5731.0,4.900000095367432,-0.03999999910593033,0.019999999552965164,4.491571370558193,0.029872975883960887
311,216.02402,11.246964,HD126246A,1177532908459199488,70386.0,126246A,421807396,26.3919,65.503,-1.02,7.289853,0.723982,-0.05,,,,,5951.3620853788,102.109440233407,4.48380525739528,0.0566106045505427,-0.0270000000000001,0.0855563771605571,0.0102612001481276,0.0,1.2174282106845,0.0559756367349259,0.0,,0.0,0.0,,6.004,0.414,5.947,0.073,6.074,0.017,6.379,0.021,6.149,0.065,6.065,0.024,7.97,0.026,7.401,0.002,1.07117659314593,-0.0315172359435738,0.0274513059294605,1.02849093213882,-0.0080068103708397,0.0093212468523555,9.18486345371537,-0.460084914404563,0.270188175952159,4.44433545574769,-0.0184824597420397,0.0145791432338074,1.39242319768436,-0.068403253760686,0.0564240797692248,6030.59773399475,-65.3429374674806,67.0391158870343,0.100274300281759,-0.0138516237906688,0.0144453178314151,140.486609589679,-3.20136645200333,2.52235808503406,3079.26331513717,-3.20136645200333,2.52235808503406,,,,14.401601333333334,11.246964,271,1.0492816447034732,1.105664469302394,2025.9473741130384,2026.6447407158173,202.9344896890721,1.1066136111532034,0.9625465175876968,1.0,281.0,281.0,0.2146,14.14842521071022,0.2277624114593934,0.3575431397650549,470.6046035129048,965.6975785396676,0.061870488391202,0.0786222016811627,5.678945375974499,6.027261385732169,9.461640075862826,246,2020-12-16,2020-08-17,1.021868,5951.3620853788,-0.0270000000000001,4.48380525739528,0.0,6110,,5937.9604,4.2861,1177532908459199488,5798.0,4.909999847412109,-0.2199999988079071,0.3499999940395355,4.339797087310472,-0.1404628732745539
331,221.04872,18.462118,HD129814,1237374997031931392,72043.0,129814,345291554,23.7885,-59.034,-165.142,7.372591,0.799893,6.41,True,True,,,5815.25440071238,158.20484919867,3.98513571781934,0.150004673518269,-0.0220000000000002,0.0567608902046219,0.0091049196475687,0.0,1.17673858084757,0.0512042901037591,4.45,0.0,1.46979087774728,0.443368621259193,,5.95,0.117,5.9,0.04,5.978,0.014,6.332,0.021,6.067,0.024,5.998,0.018,8.165,0.025,7.52,0.03,1.05474787773108,-0.0406112452957614,0.0451929366571184,1.1905785849689,-0.0122058808348542,0.0118455123431758,9.73410741290008,-0.166776918515389,0.118726067563173,4.31006688158818,-0.0249682275599934,0.0254162202137458,0.88319567433669,-0.0578006738046666,0.0606860262334745,5978.97222689834,-105.278500648006,107.04262059051,0.211992458657283,-0.0225277905596883,0.0239523727874018,112.902953989729,-3.30289595383755,3.33216668711992,2270.43715834579,-3.30289595383755,3.33216668711992,,,,14.736581333333334,18.462118,283,1.01673578726485,1.080645960263359,2025.9473741130384,2026.6776356502985,213.3509849811948,1.0802986263427037,0.9389316266570916,1.0,276.0,276.0,0.2067,14.276006018004018,0.4664960870754247,0.9772053557593604,437.6247334879743,914.4226139116208,0.0638035130104803,0.0815692165488893,5.173065874530552,11.674963660628508,24.456447403421556,257,2020-12-17,2020-08-29,1.1667029,5815.25440071238,-0.0220000000000002,3.98513571781934,1.46979087774728,5810,-4.904000449,5671.7886,4.2728,1237374997031931392,5888.0,4.150000095367432,-0.07000000029802322,0.07999999821186066,4.324209458220166,0.0014836665157815932
335,214.13684,20.12185,HD125040A,1252050659765215744,69751.0,125040A,135171750,30.2106,-135.348,-95.322,6.29416,0.624341,-6.9,,,,,6122.79090219446,424.281306019885,4.21131052762015,0.829937346562661,-0.317500199264004,0.22324671430331,0.127000079705602,0.0,2.29467769486884,0.52039381820303,6.42,0.0,37.2960289645692,4.18748480951272,High vsini,4.872,0.198,4.628,0.101,4.928,0.014,5.373,0.021,5.179,0.016,5.13,0.018,6.872,0.024,6.264,0.023,1.36696098621763,-0.0559460418975826,0.0476637172378667,1.34618305276644,-0.0539983334208161,0.0581237741968692,1.37740154250075,-0.0186771832611237,0.0185998112374954,8.96672206835702,-0.385465164813171,0.194394398510635,4.29058482356353,-0.02570219538475,0.0234116318552351,0.731810583401398,-0.0485086974466477,0.0473541295878703,7099.68091175728,-177.269348343748,185.880417662163,0.636448005067149,-0.032847601137451,0.0339920938922886,96.6249721951747,-2.30940358527398,2.13266113507933,,-2.30940358527398,2.13266113507933,14.275789333333334,20.12185,280,1.0118198649494374,1.075697031572563,2025.9309266457983,2026.654609196162,209.3090233125086,1.07619338180271,0.9469348981911764,1.0,444.0,444.0,0.1772,11.255629222268706,0.3075209818596245,0.6852573473782285,961.0561670045796,1770.2684875128004,0.0428739028200662,0.0525561014292768,6.663097566161024,11.563444163500634,25.76713636292231,255,2020-12-10,2020-08-20,0.93015325,6680.68351364204,0.18,4.57355145723973,35.3348675890186,6190,,6325.728,4.223,1252050659765215744,,,,,4.265843749295558,
338,222.67073,22.907614,HD131042,1265671031852406272,72604.0,131042,345259916,26.9254,-433.712,-61.528,7.343383,0.81704,-26.75,,,True,True,5416.57612654283,102.178622009411,3.73604106009592,0.0824014433326789,-0.138,0.0732338545498548,0.0523822016256567,0.0,0.437203502390924,0.0537117489422319,3.58,0.0,0.0,0.0,,5.912,0.115,5.832,0.044,5.925,0.015,6.232,0.02,5.944,0.016,5.903,0.018,8.139,0.022,7.5,0.03,0.941485376954235,-0.0309063815027902,0.0342014313441282,1.1152432329055,-0.0094003926647841,0.0094567704938297,9.97192127597255,-0.0920329628646179,0.0741736897411691,4.31679844060493,-0.0195980286321573,0.0215747733582194,0.957818305421613,-0.049339974786914,0.0554669071159033,5760.75397825494,-61.2929300915093,71.2157789849816,0.0915403118940425,-0.0134262383705543,0.0147293210509722,118.154344214438,-2.77851179531798,3.0639227237717,2352.54339285857,-2.77851179531798,3.0639227237717,,,,14.844715333333331,22.907614,288,1.005439276850023,1.0718051354074158,2025.9473741130384,2026.6940831175384,218.35114326389643,1.0723672827322053,0.9302134759150252,1.0,283.0,283.0,0.1918,14.098342132442104,1.1708901984885671,1.6746661309730737,282.8752690952184,640.6820755579757,0.0773369457351056,0.1015631622268078,3.914563128052183,23.897411876960614,34.17928200263296,262,2020-12-17,2020-09-03,1.0000263,5416.57612654283,-0.138,3.73604106009592,0.0,5660,-4.628595772207582,5627.2026,4.3205,1265671031852406272,5727.0,4.03000020980835,-0.23000000417232513,0.10999999940395355,4.380113962551565,-0.14992598109765432
